scenario,label,transaction_rate,byte_rate,free_heap,heap_delta,loop_avg_ms,loop_max_ms,loop_jitter_ms,wifi_rssi,avg_inter_arrival_ms,socket_errors
NORMAL_IDLE,0,0.06080954966799587,7.846206773230841,272326,0,0.13527737023428074,0.5346577605697453,0.051492947716801026,-56,5052.351563742514,0
ANOMALY_BURST,1,12.665328533050753,2269.4898650003993,257357,-8683,1.297698211454192,19.301580163805543,2.63827493024407,-59,49.75943791687109,0
NORMAL_VARIABLE,0,2.498298497558445,180.7568377072428,263980,-447,0.6028747734855849,2.507797640378278,0.22269988970390747,-60,542.8041582925025,0
ANOMALY_HIGH_RATE,1,15.187657791875768,2730.8955024996008,257001,-16515,2.0506437540115794,11.549916273721886,1.8779472799055614,-61,53.89195288286798,0
ANOMALY_CONNECTION_STRESS,1,11.916405100880484,770.75598252958,252313,-15226,2.543821694733481,22.38575315672109,3.565260679690715,-64,97.84087342979075,5
ANOMALY_BURST,1,12.266637887044194,2596.255494833356,260489,-14445,1.0413050451907715,19.301038366639926,2.7052242990167374,-59,67.32296416768617,0
ANOMALY_MEMORY,1,0.5503958455860873,84.61042486407075,233011,-33687,0.7053555052212489,3.848342046942289,0.4617647860573196,-52,2004.5548827621299,0
ANOMALY_COMBINED,1,18.252736054429466,1824.1096419540404,238388,-25443,7.466728908366329,38.616643306178275,4.496365844764591,-64,53.42155924095123,5
NORMAL_IDLE,0,0.05404182532763494,8.444130768510316,269619,-8,0.12925800403553495,0.5694633160648731,0.06432062480352597,-59,5422.226927517928,0
NORMAL_VARIABLE,0,2.1187993789171173,244.58364299671996,270341,-514,0.5061602403392242,2.7068070160151754,0.25163509173896703,-54,407.9711680829245,0
NORMAL_VARIABLE,0,3.051304081425925,246.2456681452713,269278,-357,0.47232058791460024,2.713368654694478,0.3110648733673202,-61,436.25832569309057,0
NORMAL_IDLE,0,0.0495535598295365,5.138098989896391,267951,-2,0.13128325227052726,0.6224308477948727,0.03927393966529526,-56,5098.055432964568,0
ANOMALY_CONNECTION_STRESS,1,8.624875344863149,557.0118975656395,249489,-18345,2.3598480907881725,15.696315501990474,4.9701940539659475,-61,99.07326358243131,3
ANOMALY_CONNECTION_STRESS,1,10.829707503086023,579.9551369301054,254130,-14063,2.2709197702316453,24.484933044055623,3.7199862164239583,-64,96.73806953316895,4
NORMAL_PERIODIC,0,1.324488208495819,122.09065788890238,268438,-190,0.4052108647917216,1.1828468041703486,0.1250223874638661,-56,1027.9913684734538,0
ANOMALY_BURST,1,9.993604128457479,1567.6960470895344,257172,-8583,1.2667863749440509,14.394199763430295,2.682263608531614,-65,81.36825606581426,0
ANOMALY_MEMORY,1,0.5300176891645081,82.41983486155105,232940,-34757,0.7141049072865798,4.048649525740494,0.3711611235107055,-47,1988.0316848744865,0
ANOMALY_COMPUTE,1,0.5605361863457914,83.18134389858412,270858,-1,8.054828392644291,19.109133545073092,3.5197661175962156,-62,1231.0098652434626,0
NORMAL_PERIODIC,0,1.2498211666693866,147.4759052483481,264318,-251,0.3281313497806512,1.20469638903795,0.1293178623684442,-60,1028.0150146715619,0
ANOMALY_HIGH_RATE,1,18.9358264634112,2553.319394229493,255038,-16449,1.8878170112767934,15.247826597616138,1.7484559762336294,-59,44.3304980975629,1
ANOMALY_COMPUTE,1,0.8664066779689312,99.49112161108137,265810,4,8.008767339692197,27.172128194928128,4.200835183902677,-54,1070.4558209346478,0
ANOMALY_MEMORY,1,0.5725869518018903,91.92538657436526,237747,-39483,0.8380292488553609,4.379472529985381,0.37154930949376214,-57,2482.856199732792,0
NORMAL_PERIODIC,0,0.8166808286662082,141.68956985930984,267519,-214,0.3748835988871222,1.279967396067487,0.11350260901525656,-54,837.8405008600154,0
ANOMALY_HIGH_RATE,1,18.052213864898555,2144.553974536839,253003,-16725,1.9571254536187417,10.866170541506857,1.7581703575042054,-59,52.703272840809426,1
ANOMALY_BURST,1,17.79954333443953,1741.127608244059,256304,-13180,1.0692440355189134,15.881142848055202,2.361059463028739,-65,70.16399250647083,0
ANOMALY_COMBINED,1,17.73387276453035,1745.541559710587,237812,-31539,7.9009077100921425,35.180300239423616,5.105978843078608,-66,78.15356937007951,6
ANOMALY_COMPUTE,1,0.9014963447075515,107.71093828637164,268077,7,7.314679191469628,27.79400958826518,3.447450547947398,-55,1091.5336327950952,0
ANOMALY_HIGH_RATE,1,17.942921071140802,1956.4287612666603,255895,-14161,1.8086330602766785,12.597318953865328,1.6855803689090316,-66,49.08772107206898,2
ANOMALY_CONNECTION_STRESS,1,10.244207156325334,591.1876278201387,256544,-15590,2.6434361052511033,22.63952145053899,3.0656646580457836,-64,107.29195886484979,7
NORMAL_IDLE,0,0.04318981943359092,7.881544447997062,272931,-2,0.15101292307031886,0.39314388603399075,0.045917129566061136,-54,4136.754816933273,0
ANOMALY_COMBINED,1,18.8302224030643,2730.8450714187065,240570,-29368,7.092395169559842,30.192480216843148,5.471881318288027,-64,60.49077324134305,2
ANOMALY_COMBINED,1,16.701273507720018,2311.8437049774216,238437,-28827,6.790602519077757,33.247798369489715,5.039909147827655,-66,76.491107766093,2
NORMAL_PERIODIC,0,0.7461303055427772,157.36736613364377,267683,-217,0.3145763468658941,0.9021257990641613,0.13481707051131445,-57,806.5058650388419,0
ANOMALY_CONNECTION_STRESS,1,8.537439322718102,527.4273572577329,249308,-13398,2.283732143207218,34.58474375102519,3.310084977313899,-63,87.07953723545525,11
ANOMALY_BURST,1,14.734580051592605,1528.9052588526574,257809,-15215,1.1903280300843886,15.750748646097952,2.8432713533350604,-62,68.77395788414991,0
NORMAL_PERIODIC,0,1.0312574211921328,88.79869052625362,267505,-227,0.31494329965367795,1.1494019472805281,0.1523583574832914,-56,914.3231515325805,0
NORMAL_PERIODIC,0,0.9653598204686983,141.36716220441764,271697,-154,0.3405888958305809,1.0008253364264994,0.16632047645849748,-57,1002.089393786942,0
ANOMALY_COMPUTE,1,0.7292801322287166,93.12042045848374,270713,16,7.815604011018555,27.876653320767648,2.833103226832808,-59,1070.2290394649797,0
NORMAL_VARIABLE,0,2.50775497451812,220.42863921681266,262478,-629,0.5631292051713591,2.2930531952903324,0.34593247321255943,-61,462.4572129658,0
ANOMALY_HIGH_RATE,1,17.79004084509392,2605.940679017092,254875,-12458,1.7398660984236107,13.01629066660848,1.5246906285531288,-62,53.561577372301606,0
ANOMALY_HIGH_RATE,1,15.549059431765611,2085.572531728389,252477,-16954,1.8110008096861299,12.889113369588696,2.0595838550492367,-67,53.58213036167784,1
ANOMALY_BURST,1,17.314047920880586,2066.071415116109,259738,-12824,1.093291100612601,20.579311507241933,2.8285175471986728,-56,63.65820342732309,0
NORMAL_PERIODIC,0,0.8943484464185861,100.95754310981965,264886,-175,0.30518497266263006,1.5158629527571856,0.08252527065809301,-52,1031.6526200803928,0
ANOMALY_MEMORY,1,0.5167460684941528,65.61929450057546,237168,-33893,0.815871481374199,3.9944905879689165,0.36893455316666685,-54,2142.676530778575,0
ANOMALY_CONNECTION_STRESS,1,7.377966354493742,608.4711841010349,250561,-22235,2.834230109391178,32.96677605365566,3.7388077692930106,-62,134.97685983170277,9
ANOMALY_COMPUTE,1,0.8119864345291056,107.21116869651976,271993,-4,8.077063376437168,28.138819267963488,4.3868434712740925,-52,1304.1365005643443,0
NORMAL_IDLE,0,0.04243935266811947,7.193812118461216,269296,0,0.17514655968412923,0.5245195530323122,0.04835674603393352,-52,3341.648518244086,0
NORMAL_VARIABLE,0,2.481415312790333,300.35877832636794,264307,-554,0.5514980408790581,2.3744592504600472,0.23486318262842512,-62,478.59293692755864,0
ANOMALY_COMBINED,1,18.0561698115291,2225.385188200418,240789,-31920,7.837871792833526,30.743560206938746,5.4169560887343815,-69,57.96497679429354,3
ANOMALY_CONNECTION_STRESS,1,10.588742438741324,555.2761177393819,251634,-20682,2.491248097498441,24.593796372758852,3.164993523407664,-64,108.35065146975815,12
ANOMALY_MEMORY,1,0.43113408751176563,95.87293360262163,234661,-34581,0.8607059532930889,4.417793717248194,0.41672798874312766,-55,1906.1994662802929,0
ANOMALY_COMBINED,1,12.963379818195483,1616.541991335031,239093,-33816,8.162424431481735,34.21885982938018,4.075567959038389,-64,54.81744406267764,5
NORMAL_IDLE,0,0.050728081620110305,11.452967485799334,268595,-3,0.14411837770301764,0.3902363788900911,0.05222090207798432,-54,5003.835092481846,0
ANOMALY_COMPUTE,1,0.6575607934033106,115.86721271231194,267821,-9,8.348769805566262,20.71388069053255,3.937018859346658,-54,1315.3140761086488,0
NORMAL_PERIODIC,0,1.0932714943325794,97.85168537810324,266545,-209,0.34739482998149834,1.311720977559122,0.12319861801679856,-62,1057.0296776508944,0
NORMAL_VARIABLE,0,2.880633223350238,235.16361760132054,266048,-379,0.49601793043771425,2.6696394235936505,0.21016024269449202,-58,437.36776211219296,0
ANOMALY_COMBINED,1,17.748444744434888,2239.1130242519584,239164,-33090,8.417948863851379,34.94774224255091,3.309041841280462,-66,54.73416575284214,5
NORMAL_IDLE,0,0.05773249641871964,11.396920178674298,268321,-3,0.15496895147105344,0.5731658845341769,0.04640619321616033,-55,4170.248769495479,0
ANOMALY_MEMORY,1,0.49872454441371267,86.0602530592852,235169,-38753,0.6543391777758387,3.576535910142781,0.31648249714289617,-49,1965.4670918230283,0
NORMAL_PERIODIC,0,0.8832542911896532,131.7602288978755,266043,-183,0.2904095738516756,1.3852480147186157,0.12850675468343478,-57,1147.4036475918272,0
ANOMALY_COMBINED,1,16.077410149746296,2672.230941519974,237992,-26235,6.621371693872787,26.045150792764474,5.021347586314366,-63,35.659439638235945,2
NORMAL_VARIABLE,0,2.653307319903776,274.2271623856369,267905,-362,0.5657457226792024,3.1149866985142722,0.27782978091519595,-59,341.8673076969411,0
NORMAL_PERIODIC,0,1.0923903410416396,139.38754415299297,267380,-186,0.30621102482651436,1.366324863457242,0.1166717615440262,-59,1157.3513838755334,0
ANOMALY_BURST,1,16.584836477624943,2254.9538552512977,259125,-13592,1.438447333403933,16.566378575907695,2.3743233320607056,-59,86.31868441750512,0
ANOMALY_BURST,1,14.734265099329356,1377.5032517322452,258190,-12476,1.2814971330525835,17.184477151377365,2.376457080119841,-58,73.51810930538323,0
ANOMALY_CONNECTION_STRESS,1,8.471202258846692,499.2408484455148,251212,-17515,2.8073036960742628,30.5329976767851,3.3151948911141846,-57,109.17021114790317,11
NORMAL_PERIODIC,0,0.8344616024176343,131.4539677021468,270784,-163,0.2950324788731888,1.0218669354173393,0.13693388138378787,-60,966.3050275004463,0
ANOMALY_COMBINED,1,18.037942254237258,1698.5264811981785,241357,-29768,8.698819841518379,27.89500936490677,7.1119894277920475,-71,58.935614654084034,4
ANOMALY_COMBINED,1,15.543421973408282,1628.3042993891893,242726,-31369,7.1333354107172315,39.6269135765316,4.0683150998380775,-67,51.805150978722345,8
NORMAL_PERIODIC,0,0.846815077430393,141.60044378814757,268487,-222,0.3051893460465187,1.357042319090426,0.1317036212032559,-58,1276.9955494071498,0
ANOMALY_MEMORY,1,0.5158547425602994,92.75188748945031,234248,-27893,0.9034196231614566,4.998239699286084,0.41831458759188117,-53,2424.256186499327,0
ANOMALY_BURST,1,15.538233415837585,1877.9553889627564,254690,-13737,1.185274927968513,18.252105410546957,2.0761736032472786,-53,85.92213758016251,0
ANOMALY_MEMORY,1,0.517062190679904,87.63161300854085,233355,-41413,0.7544440180406312,3.9255871675660017,0.3361467995909591,-55,1493.44844357945,0
ANOMALY_COMBINED,1,17.792754016251305,2099.122375139926,238933,-31551,7.2190993869373115,27.296357241045225,3.531996058149508,-66,63.79842890289468,5
NORMAL_PERIODIC,0,0.9963812369334996,131.80322740674282,267711,-222,0.33085993705658623,1.1941044113611203,0.11021835411959223,-60,1015.9645341537845,0
NORMAL_IDLE,0,0.06106517162712164,11.286489434803029,269680,0,0.13496205953043286,0.49861151480057075,0.04783506020809897,-54,4379.576792335758,0
NORMAL_PERIODIC,0,1.1723148550558156,94.59749544746049,267275,-244,0.3046861483497683,1.4089488217281334,0.11158137837638595,-56,992.9619131681224,0
ANOMALY_COMBINED,1,20.133172234739668,1958.892178388258,237570,-39959,7.32706020110729,32.65212523559195,4.9606211985960105,-64,62.4002800989086,3
ANOMALY_HIGH_RATE,1,18.638121981927164,3054.9203459878995,255079,-15537,1.848424332264756,12.438546684649538,2.1744246778554115,-64,52.691047039130325,1
ANOMALY_COMBINED,1,15.8955292803888,1969.3687481810052,238594,-38593,6.957147191736247,29.540983297947335,5.113423304125131,-58,56.27160740032521,2
ANOMALY_COMPUTE,1,0.6944860661105615,105.22892679791471,268749,8,8.402059402330632,22.614205601723707,4.540772366693424,-53,1124.6852759662247,0
ANOMALY_CONNECTION_STRESS,1,9.034000322406076,580.7888898584606,252992,-19450,2.6278748938404655,36.12764696825296,4.264835582793229,-65,102.11538008091061,10
NORMAL_IDLE,0,0.05626769084048856,8.305439718013574,271059,14,0.11292533249809066,0.4402328558397142,0.05432804095385405,-55,5278.359405028482,0
ANOMALY_MEMORY,1,0.3533713422261288,75.57272673162245,235427,-39828,0.938493570541384,3.618754071862758,0.39752243877956306,-53,1822.6145633594317,0
ANOMALY_COMBINED,1,15.93916654059898,1991.890133044443,235828,-25608,7.7240983352413215,28.287411948639534,6.424051236016429,-63,52.36386478063067,1
ANOMALY_BURST,1,13.986305238018138,1961.6744851817157,259336,-13328,1.2098394667696273,19.234657092461152,3.0459333708050376,-58,78.28509521744294,0
ANOMALY_MEMORY,1,0.4694836066621719,73.58291994986813,235589,-42875,0.9024751661333382,3.600746621122324,0.4433142091262885,-58,2200.6520391638655,0
NORMAL_IDLE,0,0.0482405964996864,7.876943886924378,269158,-3,0.13796584096167572,0.4879035716250493,0.05303038142610904,-49,5130.933359623879,0
ANOMALY_CONNECTION_STRESS,1,10.975907615680821,673.775549852191,251999,-15064,2.6862576407281997,34.04567200364317,3.5380571035377986,-70,121.46270348425097,7
NORMAL_PERIODIC,0,0.8866925601470016,116.25885818255459,265186,-236,0.3026910388034283,1.02434281446408,0.13896555233894112,-60,1394.8573097256087,0
NORMAL_PERIODIC,0,0.9719692533757961,119.55716368113585,270893,-192,0.38611455888140217,0.9325991328533451,0.12480690478564666,-55,1012.3425983913136,0
ANOMALY_HIGH_RATE,1,19.52575708334971,2361.3712281584776,255895,-18550,1.5971818555962352,9.8509349884817,1.8385946355862008,-56,73.40822620608921,2
NORMAL_VARIABLE,0,2.330241604841584,229.77291139452225,266889,-398,0.4695108547840309,2.449743562497656,0.2505508073023449,-62,493.75892928446046,0
ANOMALY_COMBINED,1,15.847423505953309,1642.9577142999642,240151,-25269,7.478087695609511,35.720552583627615,4.21585288574446,-64,56.19205276767623,7
NORMAL_PERIODIC,0,0.9854930332194412,117.53755353326817,268798,-201,0.3886155658705782,1.2205609767591672,0.12270543170631379,-59,991.4581564418398,0
ANOMALY_CONNECTION_STRESS,1,10.208044866473326,696.2794309485465,249600,-24276,2.7145035488255362,24.521575653546016,2.6494619172984764,-64,117.49251708944416,5
ANOMALY_MEMORY,1,0.45694244935373013,86.43696679869612,237067,-37143,0.872636985090164,4.074087885498757,0.39254285337025385,-55,2223.983409380647,0
ANOMALY_BURST,1,14.176035918651658,2180.823969204946,258819,-13558,1.3684043964150228,19.884338835855374,2.333858492076819,-62,73.114043223978,0
NORMAL_VARIABLE,0,2.3415094451090894,309.11043550505207,266352,-531,0.458620488967564,2.5323039561423903,0.20979478705053975,-68,479.4677867806426,0
